0.142 0.0 -1.10200367 -0.13706239306024676
0.142 0.0 -1.09700367 -0.1365598529623943
0.142 0.0 -1.09370367 -0.13620330612625123
0.142 0.0 -1.09900367 -0.13676702331913201
0.142 0.0 -1.09470367 -0.13631272095152
0.142 0.0 -1.84738898 -0.0537041809028187
0.142 0.0 -1.84338898 -0.056256889617518055
0.142 0.0 -1.84208898 -0.05717915532201412
0.142 0.0 -1.84568898 -0.054740386615361625
0.142 0.0 -1.83988898 -0.058849500689548515
0.142 0.0 -1.84688898 -0.05400296255376211
0.142 0.0 -1.85048898 -0.051997542821659234
0.142 0.0 -1.84998898 -0.052259327295836475
0.142 0.0 -1.84518898 -0.055055461413643966
0.142 0.0 -1.84798898 -0.05335804165420046
0.142 0.0 -1.84858898 -0.053018150839512515
0.142 0.0 -1.85028898 -0.05210056387757371
0.142 0.0 -1.85248898 -0.051009542860146105
0.142 0.0 -1.85618898 -0.04940213763035431
0.142 0.0 -1.84548898 -0.0548621202302257
0.142 0.0 -1.84888898 -0.052853318990607925
0.142 0.0 -1.85528898 -0.04976853454467854
0.165 -1.003 -1.85558898 -0.11318996501982148
0.165 -1.003 -1.89118898 -0.11764470870951724
0.165 -1.003 -1.94928898 -0.12576099992253031
0.165 -1.003 -2.01728898 -0.09697197783470643
0.165 -1.003 -2.09278898 -0.07479395136835058
0.165 -1.003 -2.16208898 -0.08557655824555108
0.165 -1.003 -2.40868898 -0.13446776525614618
0.165 -1.003 -2.45058898 -0.11534037854146224
0.165 -1.003 -2.50628898 -0.08055458416221983
0.165 -1.003 -2.56838898 -0.06990183362029248
0.165 -1.003 -2.58448898 -0.06849946486527157
0.165 -1.003 -2.66318898 -0.06215604577213695
0.165 -1.003 -2.71418898 -0.05501310052983119
0.165 -1.003 -2.79958898 -0.041852547922473164
0.142 0.0 -2.88198898 -0.03383609555997543
0.142 0.0 -2.91588898 -0.04748565684780601
0.142 0.0 -2.88358898 -0.03516755023534368
0.142 0.0 -2.87578898 -0.02846598985985364
0.142 0.0 -2.87978898 -0.03196521909738365
0.142 0.0 -2.87298898 -0.025962347626654933
0.142 0.0 -2.86888898 -0.022249461851315173
0.142 0.0 -2.86648898 -0.02006255083737288
0.142 0.0 -2.86718898 -0.020700377237936038
