1288971842.161,0.0,0.0,1288971842.171,0.9803952,-4.992337,1.44859633
1288971842.281,0.0,0.0,1288971842.288,0.9803218,-4.9923665,1.44859633
1288971842.401,0.0,0.0,1288971842.405,0.9803417,-4.9923838,1.44849633
1288971842.521,0.0,0.0,1288971842.522,0.9803646,-4.9923563,1.44829633
1288971842.641,0.0,0.0,1288971842.655,0.9803576,-4.9923339,1.44869633
1288971842.761,0.0,0.0,1288971842.764,0.9803502,-4.99232,1.44829633
1288971842.885,0.0,0.0,1288971842.889,0.98034,-4.9923656,1.44869633
1288971843.004,0.0,0.0,1288971843.006,0.9803698,-4.9923547,1.44839633
1288971843.125,0.0,0.0,1288971843.139,0.980362,-4.9923249,1.44859633
1288971843.246,0.0,0.0,1288971843.256,0.9803564,-4.992343,1.44839633
1288971843.363,0.0,0.0,1288971843.364,0.980353,-4.9923727,1.44869633
1288971843.485,0.0,0.0,1288971843.49,0.980362,-4.9923283,1.44849633
1288971843.603,0.0,0.0,1288971843.607,0.9803824,-4.9923448,1.44859633
1288971843.725,0.0,0.0,1288971843.74,0.9803902,-4.9924013,1.44859633
1288971843.845,0.0,0.0,1288971843.857,0.9803166,-4.9923215,1.44879633
1288971843.965,0.0,0.0,1288971843.974,0.9803888,-4.9924571,1.44849633
1288971844.083,0.0,0.0,1288971844.091,0.9803197,-4.9922957,1.44889633
1288971844.203,0.0,0.0,1288971844.208,0.9804099,-4.9924124,1.44849633
1288971844.323,0.0,0.0,1288971844.325,0.9803638,-4.9923514,1.44869633
1288971844.443,0.0,0.0,1288971844.444,0.980431,-4.9924789,1.44849633
1288971844.567,0.0,0.0,1288971844.575,0.9803042,-4.9922949,1.44899633
1288971844.685,0.0,0.0,1288971844.692,0.980417,-4.9924346,1.44849633
1288971844.807,0.0,0.0,1288971844.808,0.9803569,-4.9923734,1.44869633
1288971844.925,0.0,0.0,1288971844.928,0.9804486,-4.9925259,1.44819633
1288971845.047,0.0,0.0,1288971845.059,0.9803498,-4.992372,1.44899633
1288971845.165,0.0,0.0,1288971845.176,0.9803989,-4.992374,1.44849633
1288971845.287,0.0,0.0,1288971845.293,0.9803561,-4.9923473,1.44859633
1288971845.407,0.0,0.0,1288971845.409,0.9803927,-4.9925008,1.44859633
1288971845.527,0.0,0.0,1288971845.528,0.9803681,-4.9923472,1.44879633
1288971845.647,0.0,0.0,1288971845.66,0.9804237,-4.9924546,1.44859633
1288971845.767,0.0,0.0,1288971845.777,0.9803409,-4.9923539,1.44889633
1288971845.887,0.0,0.0,1288971845.894,0.9803984,-4.9924211,1.44849633
1288971846.005,0.0,0.0,1288971846.01,0.980399,-4.9924443,1.44879633
1288971846.127,0.0,0.0,1288971846.129,0.9804107,-4.9924371,1.44859633
1288971846.247,0.0,0.0,1288971846.261,0.9803961,-4.9923909,1.44849633
1288971846.367,0.0,0.0,1288971846.378,0.9804145,-4.9924422,1.44869633
1288971846.487,0.0,0.0,1288971846.494,0.9803674,-4.9923561,1.44879633
1288971846.607,0.0,0.0,1288971846.611,0.9803617,-4.9925045,1.44879633
1288971846.727,0.0,0.0,1288971846.728,0.9804091,-4.9924144,1.44829633
1288971846.847,0.0,0.0,1288971846.862,0.9804053,-4.9924643,1.44869633
1288971846.967,0.0,0.0,1288971846.978,0.9803537,-4.9922896,1.44879633
1288971847.327,0.0,0.0,1288971847.513,0.9803321,-4.9924372,1.44899633
1288971847.447,0.0,0.0,1288971847.513,0.9803321,-4.9924372,1.44899633
1288971847.567,0.0,0.0,1288971847.579,0.9804065,-4.9924807,1.44869633
1288971847.687,0.0,0.0,1288971847.696,0.9803387,-4.9923467,1.44889633
1288971847.811,0.0,0.0,1288971847.813,0.9803933,-4.9924207,1.44859633
1288971847.931,0.0,0.0,1288971847.937,0.9803909,-4.99246,1.44859633
1288971848.051,0.0,0.0,1288971848.064,0.9804204,-4.9924566,1.44869633
1288971848.167,0.0,0.0,1288971848.18,0.9803693,-4.9923734,1.44869633
1288971848.293,0.0,0.0,1288971848.297,0.9803507,-4.9923917,1.44889633
1288971848.411,0.0,0.0,1288971848.414,0.9804028,-4.9924481,1.44839633
1288971848.531,0.0,0.0,1288971848.533,0.9804296,-4.9924724,1.44869633
1288971848.651,0.0,0.0,1288971848.664,0.9803675,-4.992361,1.44889633
1288971848.771,0.0,0.0,1288971848.781,0.9803568,-4.9923722,1.44869633
1288971848.891,0.0,0.0,1288971848.898,0.9803978,-4.992484,1.44859633
1288971849.009,0.0,0.0,1288971849.015,0.9803685,-4.9924013,1.44859633
1288971849.131,0.0,0.0,1288971849.132,0.9803822,-4.9924505,1.44879633
1288971849.251,0.0,0.0,1288971849.265,0.9803417,-4.9923593,1.44879633
1288971849.371,0.0,0.0,1288971849.382,0.9803895,-4.9924814,1.44859633
1288971849.491,0.0,0.0,1288971849.499,0.9803702,-4.992451,1.44889633
1288971849.611,0.0,0.0,1288971849.616,0.9803994,-4.9924533,1.44869633
1288971849.731,0.0,0.0,1288971849.733,0.9803315,-4.9924154,1.44899633
1288971849.851,0.0,0.0,1288971849.856,0.9804196,-4.9924678,1.44859633
1288971849.971,0.0,0.0,1288971849.983,0.9803926,-4.9924502,1.44869633
1288971850.091,0.0,0.0,1288971850.1,0.9804113,-4.9925013,1.44859633
1288971850.211,0.0,0.0,1288971850.217,0.9803488,-4.9923911,1.44899633
1288971850.334,0.0,0.0,1288971850.35,0.9803804,-4.992441,1.44879633
1288971850.451,0.0,0.0,1288971850.452,0.9803772,-4.9924355,1.44899633
1288971850.571,0.0,0.0,1288971850.584,0.9804449,-4.9924684,1.44849633
1288971850.691,0.0,0.0,1288971850.701,0.9803735,-4.9924888,1.44899633
1288971850.813,0.0,0.0,1288971850.818,0.9803865,-4.992437,1.44879633
1288971850.931,0.0,0.0,1288971850.935,0.980398,-4.9924537,1.44909633
1288971851.053,0.0,0.0,1288971851.068,0.9804199,-4.9924677,1.44869633
1288971851.175,0.0,0.0,1288971851.185,0.9804177,-4.9924896,1.44869633
1288971851.297,0.0,0.0,1288971851.302,0.9803468,-4.9924908,1.44879633
1288971851.415,0.0,0.0,1288971851.419,0.9803843,-4.9924579,1.44889633
1288971851.535,0.0,0.0,1288971851.552,0.9804079,-4.9924502,1.44859633
1288971851.655,0.0,0.0,1288971851.669,0.9803942,-4.9924407,1.44879633
1288971851.775,0.0,0.0,1288971851.786,0.9804183,-4.9924826,1.44879633
1288971851.897,0.0,0.0,1288971851.903,0.9803947,-4.9924971,1.44879633
1288971852.015,0.0,0.0,1288971852.019,0.9803882,-4.9925378,1.44879633
1288971852.135,0.0,0.0,1288971852.136,0.9804173,-4.9925326,1.44869633
1288971852.255,0.0,0.0,1288971852.27,0.9804109,-4.9925912,1.44889633
1288971852.375,0.0,0.0,1288971852.387,0.9803621,-4.9924423,1.44919633
1288971852.497,0.0,0.0,1288971852.503,0.9804248,-4.9924939,1.44849633
1288971852.615,0.0,0.0,1288971852.62,0.9804083,-4.9924656,1.44879633
1288971852.735,0.0,0.0,1288971852.737,0.9804027,-4.9925061,1.44869633
1288971852.855,0.0,0.0,1288971852.871,0.9804046,-4.9924988,1.44899633
1288971852.975,0.0,0.0,1288971852.988,0.9804082,-4.9925223,1.44889633
1288971853.097,0.0,0.0,1288971853.105,0.9804166,-4.9925229,1.44849633
1288971853.215,0.0,0.0,1288971853.221,0.9803987,-4.992523,1.44899633
1288971853.335,0.0,0.0,1288971853.338,0.980442,-4.9924437,1.44869633
1288971853.455,0.0,0.0,1288971853.472,0.9803866,-4.9924658,1.44899633
1288971853.575,0.0,0.0,1288971853.588,0.9803869,-4.9924809,1.44869633
1288971853.695,0.0,0.0,1288971853.705,0.9804201,-4.9924875,1.44879633
1288971853.815,0.0,0.0,1288971853.822,0.9804408,-4.9925345,1.44859633
1288971853.935,0.0,0.0,1288971853.939,0.9803682,-4.9924241,1.44899633
1288971854.055,0.0,0.0,1288971854.056,0.9804334,-4.9925361,1.44859633
1288971854.175,0.0,0.0,1288971854.189,0.9804007,-4.9924999,1.44889633
1288971854.301,0.0,0.0,1288971854.306,0.9804417,-4.9924853,1.44889633
1288971854.419,0.0,0.0,1288971854.423,0.9803997,-4.9924804,1.44899633
1288971854.539,0.0,0.0,1288971854.54,0.9804234,-4.9925193,1.44849633
1288971854.659,0.0,0.0,1288971854.673,0.9803923,-4.9924968,1.44899633
1288971854.779,0.0,0.0,1288971854.79,0.9804507,-4.9925627,1.44869633
1288971854.901,0.0,0.0,1288971854.907,0.9804172,-4.9924712,1.44909633
1288971855.019,0.0,0.0,1288971855.024,0.9804467,-4.992566,1.44869633
1288971855.139,0.0,0.0,1288971855.141,0.980436,-4.9925375,1.44879633
1288971855.257,0.0,0.0,1288971855.258,0.9804221,-4.9925402,1.44879633
1288971855.379,0.0,0.0,1288971855.391,0.98044,-4.9925674,1.44899633
1288971855.497,0.0,0.0,1288971855.508,0.9804316,-4.9925832,1.44899633
1288971855.619,0.0,0.0,1288971855.625,0.9804554,-4.992564,1.44879633
1288971855.737,0.0,0.0,1288971855.742,0.9804437,-4.9925794,1.44889633
1288971855.859,0.0,0.0,1288971855.86,0.9804479,-4.9925045,1.44889633
1288971855.979,0.0,0.0,1288971855.992,0.9804422,-4.9925622,1.44899633
1288971856.101,0.0,0.0,1288971856.109,0.9804226,-4.9924886,1.44889633
1288971856.219,0.0,0.0,1288971856.226,0.9804767,-4.9925845,1.44879633
1288971856.339,0.0,0.0,1288971856.343,0.9804162,-4.9925134,1.44899633
1288971856.459,0.0,0.0,1288971856.462,0.980456,-4.9925387,1.44899633
1288971856.579,0.0,0.0,1288971856.593,0.9804388,-4.9925396,1.44909633
1288971856.701,0.0,0.0,1288971856.71,0.980457,-4.9925431,1.44859633
1288971856.819,0.0,0.0,1288971856.827,0.9803864,-4.9925238,1.44919633
1288971856.939,0.0,0.0,1288971856.943,0.9804218,-4.9924663,1.44879633
1288971857.059,0.0,0.0,1288971857.063,0.9804738,-4.9925783,1.44879633
1288971857.179,0.0,0.0,1288971857.194,0.9804678,-4.9924281,1.44879633
1288971857.299,0.0,0.0,1288971857.311,0.9804482,-4.9925274,1.44879633
1288971857.419,0.0,0.0,1288971857.428,0.9803625,-4.9924639,1.44909633
1288971857.539,0.0,0.0,1288971857.544,0.9804548,-4.9925414,1.44869633
1288971857.663,0.0,0.0,1288971857.678,0.9804147,-4.9925159,1.44889633
1288971857.783,0.0,0.0,1288971857.795,0.9804327,-4.9924917,1.44859633
1288971857.905,0.0,0.0,1288971857.912,0.9803508,-4.9925053,1.44899633
1288971858.023,0.0,0.0,1288971858.029,0.9804455,-4.9924939,1.44879633
1288971858.143,0.0,0.0,1288971858.145,0.9804003,-4.9924724,1.44879633
1288971858.263,0.0,0.0,1288971858.264,0.9804357,-4.992534,1.44859633
1288971858.383,0.0,0.0,1288971858.396,0.9803829,-4.9924396,1.44889633
1288971858.505,0.0,0.0,1288971858.512,0.9804301,-4.9925282,1.44859633
1288971858.623,0.0,0.0,1288971858.629,0.9803697,-4.9925085,1.44889633
1288971858.742,0.0,0.0,1288971858.746,0.9804139,-4.9925172,1.44859633
1288971858.863,0.0,0.0,1288971858.88,0.9803919,-4.9924698,1.44899633
1288971858.983,0.0,0.0,1288971858.997,0.9804039,-4.9925395,1.44849633
1288971859.105,0.0,0.0,1288971859.114,0.9803935,-4.9924672,1.44899633
1288971859.223,0.0,0.0,1288971859.23,0.9804561,-4.9925441,1.44849633
1288971859.343,0.0,0.0,1288971859.347,0.9803494,-4.9924299,1.44919633
1288971859.465,0.0,0.0,1288971859.481,0.9804121,-4.9925121,1.44819633
1288971859.585,0.0,0.0,1288971859.597,0.9803786,-4.9925042,1.44899633
1288971859.705,0.0,0.0,1288971859.714,0.980435,-4.9925138,1.44839633
1288971859.821,0.0,0.0,1288971859.831,0.9803558,-4.9924111,1.44919633
1288971859.945,0.0,0.0,1288971859.948,0.9804443,-4.9925527,1.44849633
1288971860.063,0.0,0.0,1288971860.065,0.9803303,-4.9924141,1.44909633
1288971860.183,0.0,0.0,1288971860.184,0.9804442,-4.9925584,1.44849633
1288971860.305,0.0,0.0,1288971860.315,0.9803697,-4.992458,1.44919633
1288971860.423,0.0,0.0,1288971860.432,0.980414,-4.9924584,1.44839633
1288971860.543,0.0,0.0,1288971860.549,0.980343,-4.9924259,1.44919633
1288971860.663,0.0,0.0,1288971860.666,0.9804199,-4.9924306,1.44839633
1288971860.787,0.0,0.0,1288971860.799,0.9804384,-4.9924811,1.44879633
1288971860.905,0.0,0.0,1288971860.916,0.9804254,-4.9924908,1.44849633
1288971861.027,0.0,0.0,1288971861.033,0.9803713,-4.9924553,1.44919633
1288971861.147,0.0,0.0,1288971861.15,0.980397,-4.9924162,1.44889633
1288971861.267,0.0,0.0,1288971861.269,0.9804202,-4.9924484,1.44879633
1288971861.387,0.0,0.0,1288971861.4,0.9803676,-4.9924571,1.44879633
1288971861.505,0.0,0.0,1288971861.517,0.9803526,-4.992483,1.44889633
1288971861.627,0.0,0.0,1288971861.634,0.980401,-4.9924076,1.44879633
1288971861.745,0.0,0.0,1288971861.751,0.9804236,-4.9924523,1.44899633
1288971861.867,0.0,0.0,1288971861.869,0.9803931,-4.9924817,1.44869633
1288971861.987,0.0,0.0,1288971862.001,0.9804106,-4.9924678,1.44849633
1288971862.105,0.0,0.0,1288971862.118,0.9803798,-4.9924729,1.44879633
1288971862.227,0.0,0.0,1288971862.235,0.9804087,-4.9924654,1.44879633
1288971862.347,0.0,0.0,1288971862.352,0.9804143,-4.9924934,1.44859633
1288971862.467,0.0,0.0,1288971862.468,0.980411,-4.9924995,1.44869633
1288971862.587,0.0,0.0,1288971862.602,0.9804113,-4.9925085,1.44869633
1288971862.709,0.0,0.0,1288971862.719,0.9804159,-4.9924694,1.44889633
1288971862.827,0.0,0.0,1288971862.836,0.980402,-4.9924496,1.44869633
1288971862.947,0.0,0.0,1288971862.952,0.9803785,-4.9924389,1.44859633
